name	ID	pearsonr
L-(+)-Lactic acid	A004_HILIC	-0.47861885729178943
L-(-)-Serine	A009_HILIC	-0.4715947259894079
Taurocholic acid	A103_HILIC	-0.32291937032192214
N-Acetyl-L-phenylalanine	C241_HILIC	-0.09384064565831625
Stearic acid	B164_HILIC	-0.0894980766717496
L-(-)-Arabitol	B133_HILIC	-0.03003904919899301
D-(-)-Mannitol	B145_HILIC	0.12039849117827311
Citric acid	A060_HILIC	0.1686258595569887
deoxyuridine	C248_HILIC	0.17009245811509321
S-Allyl-L-cysteine	C216_HILIC	0.2428413941832372
β-Nicotinamide adenine dinucleotide (NAD+)	A073_RP	0.2905968629407275
(-)-Riboflavin	A092_HILIC	0.3424868958615317
Stearoyl-L-carnitine	A066_RP	0.35584060669264367
Platelet-activating factor	C319_HILIC	0.4254166438510972
L-(-)-Phenylalanine	A047_HILIC	0.4531574104406128
L-(-)-Methionine	A039_HILIC	0.479737551482267
L-(+)-Isoleucine	A027_HILIC	0.5743969663476078
Prenisteine	C235_HILIC	0.5908063190559283
hydroxycitric acid	C242_HILIC	0.5984087284417972
3-Sulfamoylalanine	C222_HILIC	0.6738754358443133
N-Acetylornithine	B141_HILIC	0.6960816938669201
glycidyl oleate	C292_HILIC	0.7726115083231723
1-Palmitoyl-2-hydroxy-sn-glycero-3-PE	C306_HILIC	0.7908860948523422
Taurine	A020_HILIC	0.7911049079913843
D-erythronic acid	B126_HILIC	0.8021179243022777
3-Hydroxybutyric acid	A008_HILIC	0.8114185157393672
1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoserine	C347_HILIC	0.828398336073703
L-(+)-Glutamine	A035_HILIC	0.8360274362959281
2-Amino-5-phosphopentanoic acid	C239_HILIC	0.8405272660767125
L-Leucine	A026_HILIC	0.8501423752320679
3-hydroxyhexadecanoylcarnitine	C157_RP	0.8508947568448076
Choline	B116_HILIC	0.8551944883460083
N-(3,4-Dihydroxyphenyl)glutamine	C267_HILIC	0.8567392968323333
CMP-sialic acid	C326_HILIC	0.8600634747780204
Pyruvic acid	A001_HILIC	0.8647691537247642
Guanosine 5'-diphosphate (5'-GDP)	A098_HILIC	0.86955921579305
L-Creatinine	A012_HILIC	0.8715839772339339
1-Methyladenosine	C284_HILIC	0.8775642743949915
L-(+)-Lysine	A036_HILIC	0.878099774848648
Glycerophosphoglycerol	C262_HILIC	0.880644067194051
D-α-Hydroxyglutaric acid	B132_HILIC	0.8819561321333885
CDP-ethanolamine	A099_HILIC	0.8836811165101851
N6,N6,N6-Trimethyl-L-lysine	B146_HILIC	0.8864090404029271
Allysine	C206_HILIC	0.8876137320783773
Phosphoramidic acid	C190_HILIC	0.8880230031055978
1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphocholine	C341_HILIC	0.8880508552188383
L-Proline	A013_HILIC	0.8911113261452456
1-hexadecanoyl-2-[(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl]-sn-glycero-3-phosphocholine	C345_HILIC	0.892437726325335
3-Oxopropanoic acid	B115_HILIC	0.9018397143635599
L-Homoserine	A017_HILIC	0.9109102150342795
N-(2-Pyrrolidinylcarbonyl)glutamine	C256_HILIC	0.9118800253532957
L-Threonic acid	B125_HILIC	0.9164434702967789
Ascorbic acid	A056_HILIC	0.9170808249832654
S-3-oxodecanoyl cysteamine	C141_RP	0.9173385112748761
Hydantoin-5-propionic acid	C224_HILIC	0.9193886834381189
Isophthalic acid	B088_RP	0.920557009367892
NG,NG-dimethylarginine	A062_HILIC	0.9224464404155363
N-[(9-beta-D-ribofuranosylpurin-6-yl)carbamoyl]threonine	C301_HILIC	0.9253603324128242
L-(-)-Malic acid	A022_RP	0.9287814291102882
Creatine	B122_HILIC	0.9291283858277178
11(Z),14(Z)-Eicosadienoic acid	B172_HILIC	0.9309833855036235
Histidine	A030_RP	0.9336169397311663
L-(-)-Tyrosine	A057_HILIC	0.9381359541209868
p-Hydroxyphenyllactic acid	A041_RP	0.9393531140062338
L-Cysteine-glutathione Disulfide	C303_HILIC	0.9400381711506134
O-Phosphorylethanolamine	B129_HILIC	0.9435082224493413
1-(sn-glycero-3-phospho)-1D-myo-inositol	C290_HILIC	0.9445219583573539
Valylvaline	C246_HILIC	0.9479035552363696
Uric Acid	A049_HILIC	0.9480821993124009
Linoleic acid	B162_HILIC	0.948480596457063
Docosapentaenoic acid	B177_HILIC	0.9485118143419836
L-Cysteinesulfinic acid	B134_HILIC	0.9491847697566846
(R)-3-hydroxybutyrylcarnitine	C264_HILIC	0.9506855424609844
Glycyl-L-leucine	B092_RP	0.9510891153452307
Aminolevulinic acid	B121_HILIC	0.9536704120714198
D-Sedoheptulose 7-phosphate	A081_HILIC	0.9545228324349042
Valylproline	B151_HILIC	0.9550257084068924
N-Acetyl-1-aspartylglutamic acid	B169_HILIC	0.9554184052958014
Acetylarginine	B153_HILIC	0.9570329836338741
6-Aminonicotinic acid	B127_HILIC	0.9590501536593053
Lysylvaline	C261_HILIC	0.9600895777653401
Glycerophospho-N-palmitoyl ethanolamine	B185_HILIC	0.9622658868224883
2-arachidonyl-sn-glycero-3-phosphoethanolamine	C164_RP	0.9635842564981935
L-(-)-Asparagine	A028_HILIC	0.963753446516529
1-Methyl-L-histidine	A050_HILIC	0.9640719139017162
L-Tryptophan	A063_HILIC	0.9643016188584462
PC	C346_HILIC	0.9650667099988786
Fumaric acid	B118_HILIC	0.9667577411424965
Dihydroxyacetone phosphate	A051_HILIC	0.9672082359820077
D-Glucose-1-phosphate	A074_HILIC	0.9673986824976241
2-Hydroxy-2-methylbutyric acid	C112_RP	0.9677455322032751
Choline glycerophosphate	A073_HILIC	0.9677503046508082
N-Acetyl-L-methionine	B147_HILIC	0.9681982422190979
1-Oleoyl-2-hydroxy-sn-glycero-3-PE	A068_RP	0.9694244217903862
DL-p-Hydroxyphenyllactic acid	A058_HILIC	0.97012903047609
Prostaglandin D2	a078_RP	0.970317851581886
Oleamide	B163_HILIC	0.9725911127670024
D-Fructose 1,6-bisphosphate	A088_HILIC	0.9726228815811262
Nicotinamide adenine dinucleotide phosphate (NADP+)	A110_HILIC	0.973498928346782
O-oleoylcarnitine	C158_RP	0.9736852702710151
DL-2,6-Diaminopimelic acid	C129_RP	0.9737216684480574
1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	C344_HILIC	0.9743042019897719
D-glycero-beta-D-manno-heptose 1,7-bisphosphate	C294_HILIC	0.9748296754129504
3-Methylhistamine	B119_HILIC	0.9753177196542118
2-[(2-Amino-2-carboxyethyl)sulfanyl]succinic acid	C254_HILIC	0.9753642719578369
threonylphenylalanine	C277_HILIC	0.975769271269408
1-Stearoyl-2-hydroxy-sn-glycero-3-PE	C312_HILIC	0.9759333935807031
Palmitoylcarnitine	B181_HILIC	0.9767127694591049
L-Glutamine	A025_RP	0.9779579623507729
sn-Glycerol-3-phosphate	A052_HILIC	0.978449393862258
1-Methylinosine	C285_HILIC	0.9787910973272876
1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-sn-glycerol)	C343_HILIC	0.9792360408707269
glu-asp	C273_HILIC	0.9799425153278686
acetyltaurine	C220_HILIC	0.9799845365282005
DL-Malic acid	B124_HILIC	0.9804071352332584
L-Glutathione reduced	A084_HILIC	0.9819080732640549
Cytidine 5'-diphosphocholine (CDP-choline)	A101_HILIC	0.9820428686768435
Argininosuccinic acid	A082_HILIC	0.9823660157100593
Docosahexaenoic acid	B176_HILIC	0.9834590905229734
1-Methylguanine	B139_HILIC	0.9835501440220048
Asp-Asp	C265_HILIC	0.983595527759996
D-Glucose 6-phosphate	A075_HILIC	0.9837170170297084
S-Adenosyl-L-homocysteine	A093_HILIC	0.9839674433369117
9,12-Hexadecadienoylcarnitine	c207_RP	0.9843734107968993
Uridine	A072_HILIC	0.9846638347554129
cis-Aconitic acid	B140_HILIC	0.9847722361343237
Tetradecanoylcarnitine	C297_HILIC	0.9850030711931599
L-(-)-Threonine	A016_HILIC	0.9858132579789399
N-Acetylputrescine	A024_HILIC	0.9863692317797803
Isovalerylcarnitine	C143_RP	0.9864612575950087
N~6~,N~6~-Dimethyllysine	C226_HILIC	0.9866863808955338
L-Glutathione oxidized	A107_HILIC	0.9869657283722332
Retinoic acid	A083_HILIC	0.9874933748414305
N-Acetyl-DL-serine	A038_HILIC	0.9877634792099913
L-Citrulline	A055_HILIC	0.987980522818461
7-Methylguanine	B138_HILIC	0.9879944534947467
L-(+)-Alanine	A002_HILIC	0.9880800276024457
5-Deoxy-5'-(methylthio) adenosine (MTA)	A059_RP	0.9889736215706258
(2E,4Z)-N-Isobutyl-2,4-octadecadienamide	C291_HILIC	0.9889768157594768
N2-Methylguanosine	B168_HILIC	0.9891426607821151
Thymidine	A070_HILIC	0.9895036239352516
Guanosine 5'-monophosphate (5'-GMP)	A091_HILIC	0.9898167101331027
Pseudouridine	B158_HILIC	0.9898706677529622
D-(-)-3-Phosphoglyceric acid	A059_HILIC	0.9899806459370745
Succinic acid	A011_RP	0.9900164110208998
L-Hydroxyproline	A025_HILIC	0.9902549488655581
L-2-Aminoadipic acid	A044_HILIC	0.990466223873407
Xanthine	A041_HILIC	0.9904789675221628
DL-LAUROYLCARNITINE	C150_RP	0.9904878023020562
Hexose	C228_HILIC	0.9909387519163362
Inosine 5'-monophosphate (5'-IMP)	A090_HILIC	0.9913445955817108
Dodecanoylcarnitine	c375_HILIC	0.9913973858037395
N-Acetylneuraminic acid	B173_HILIC	0.99155227899987
Myristic acid	B155_HILIC	0.9916154519681576
L-Pyroglutamic acid	A021_HILIC	0.9917551799094259
L-Ornithine	A029_HILIC	0.9918812306548851
ß-Nicotinamide adenine dinucleotide (NAD+)	A108_HILIC	0.9921409869349779
1-Oleoyl-2-hydroxy-sn-glycero-3-PE	C310_HILIC	0.9921631998383478
6-Oxo-pipecolinic acid	A033_HILIC	0.9922313809614844
Orotic acid	A042_HILIC	0.992509213526061
2-methylbutyrylcarnitine	C260_HILIC	0.9927837611203848
Uridine 5'-diphosphoglucuronic acid	B186_HILIC	0.9928456701619403
Guanidinoethyl Sulfonate	C125_RP	0.9928612992457213
DL-Methionine sulfoxide	A046_HILIC	0.9932306181925176
5-guanidino-3-methyl-2-oxopentanoic acid	C230_HILIC	0.993348864829311
Propionylcarnitine	B154_HILIC	0.9934644703492268
6-Methylnicotinamide	A032_HILIC	0.9935099914721874
D-Gluconic acid	A061_HILIC	0.9935101653815472
Gly-Leu	C232_HILIC	0.9936391052434528
4-Dodecylbenzenesulfonic acid	B175_HILIC	0.9936910376572852
Guanosine	A080_HILIC	0.9938290059325698
butyrylcarnitine	C136_RP	0.9938861416003943
(2E)-hexadecenoylcarnitine	C154_RP	0.9941513941552613
3,3'-Thiobispropanoic acid	C227_HILIC	0.9942624246311441
2-palmitoyl-sn-glycero-3-phosphocholine	C313_HILIC	0.994284950566605
PC(o-16:0/20:4(8Z,11Z,14Z,17Z))	C339_HILIC	0.9944289931460131
Succinyladenosine	C153_RP	0.994444037144821
N-(4-Hydroxybutanoyl)glycine	C217_HILIC	0.994456534990316
Cytidine 5'-diphosphate (5'-CDP)	A096_HILIC	0.9945061424475442
6-Phosphogluconic acid	A079_HILIC	0.9946743822495416
3-Indoxyl sulphate	B150_HILIC	0.9947249716832436
Hypotaurine	A010_HILIC	0.9947286819734606
1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine	C336_HILIC	0.9947373716708753
2-Hydroxyethanesulfonic acid	A014_RP	0.9948341417922713
1-tetradecanoyl-2-[(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine	C332_HILIC	0.9950765798059633
N-Acetyl-L-glutamic acid	C234_HILIC	0.9953065996045285
NADPH	A111_HILIC	0.9954809233684803
leu-phe	C283_HILIC	0.9955561661256694
D-PANTOTHENIC ACID	C247_HILIC	0.9955861903108985
N-Undecanoylglycine	C257_HILIC	0.9955869408682638
Nicotinamide	A019_HILIC	0.9961098376673495
D-(+)-Glucose	A039_RP	0.9963334529516832
1-tetradecanoyl-2-[(9Z,12Z,15Z)-octadecatrienoyl]-sn-glycero-3-phosphocholine	C330_HILIC	0.9964706585081525
1-Palmitoyl lysophosphatidic acid	C300_HILIC	0.9966086930187886
5-(Phosphonooxy)-L-lysine	C139_RP	0.996637043017932
Betaine	A015_HILIC	0.9966624832855402
Acetylcholine	A034_HILIC	0.9967054569695724
Threonine	A012_RP	0.9967773318523921
Sarcosine	A003_HILIC	0.9967860711339686
2-hydroxyvaleric acid	C195_HILIC	0.9968480302484664
α,α-Trehalose	B180_HILIC	0.9968546682899422
Putrescine	a074_RP	0.9969655846371454
gamma-Glutamyl-S-methylcysteine	C276_HILIC	0.9970215260212462
Spermidine	A024_RP	0.9970290615775624
PC(14:0/14:0)	C328_HILIC	0.9971264516605881
Pentahomoserine	C200_HILIC	0.9972196566908299
(R)-3-hydroxybutyrylcarnitine	c185_RP	0.997313975683575
Gluconic acid	B148_HILIC	0.9974279700482596
L-alpha-Glutamyl-L-glutamine	C148_RP	0.9974357746429339
Guanosine 5'-triphosphate (5'-GTP)	A104_HILIC	0.9976623216549307
PC	A112_HILIC	0.9977171267114993
Cytidine-5'-monophosphate (5'-CMP)	A086_HILIC	0.9977192722053646
S-(5'-Adenosyl)-L-methionine (SAM)	A094_HILIC	0.9977485058543711
Flavin adenine dinucleotide (FAD)	A114_HILIC	0.997762708125831
5-guanidino-2-oxopentanoic acid (2-oxoarginine)	A053_HILIC	0.9978483788867735
Adenine	B083_RP	0.9978688429279428
N,N-Dimethylglycine	A006_HILIC	0.9979925828604768
1-[(9Z)-octadec-9-enoyl]-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)	C334_HILIC	0.9979951349849967
Formiminoglutamic Acid	C225_HILIC	0.9980257377850256
Erucamide	B179_HILIC	0.9980580446634694
a-D-Glucose 1-phosphate	A054_RP	0.9982179148131276
L-alpha-lysophosphatidylcholine	C308_HILIC	0.9982228064339116
UDP-N-acetylglucosamine	A106_HILIC	0.9982771017103195
Glutaurine	C266_HILIC	0.9983236530550127
Adenosine 5'-monophosphate (5'-AMP)	A089_HILIC	0.9983265979405499
ophthalmic acid	C286_HILIC	0.9984073551992514
α-Eleostearic acid	B161_HILIC	0.998541741388945
1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	C323_HILIC	0.9985457266538307
L-alpha-lysophosphatidylcholine	C161_RP	0.9985506559885037
monomethyl phosphate	C192_HILIC	0.9985567391328452
Guanidineacetic acid	A014_HILIC	0.9986094162786106
ß-Nicotinamide adenine dinucleotide reduced (NADH)	A109_HILIC	0.9986357079321926
2-Hydroxycaproic acid	B123_HILIC	0.9987178281770935
Adenylsuccinic acid	C307_HILIC	0.9987622717603879
8Z,11Z,14Z-Eicosatrienoic acid	B171_HILIC	0.99881382244704
uridine 5′-diphosphate	C299_HILIC	0.9988486397418195
glyceraldehyde 3-phosphate	C223_HILIC	0.9988523918235255
3'-Adenosine monophosphate (3'-AMP)	B104_RP	0.998857846314583
Hexanoylcarnitine	B098_RP	0.9989787062812291
Arginic acid	B143_HILIC	0.9989929703888284
L-Hexanoylcarnitine	c363_HILIC	0.9990393611868368
Uracil	A011_HILIC	0.9990654588836687
Adenosine diphosphate (ADP)	B184_HILIC	0.999071617080139
1-Methylhistamine	C113_RP	0.9990998628202876
1-palmitoyl-2-[(9Z,12Z,15Z)-octadecatrienoyl]-sn-glycero-3-phosphocholine	C335_HILIC	0.9991718326179734
N-Tridecanoylglycine	C278_HILIC	0.9991821116232225
Guanine	A040_HILIC	0.9992545294714075
2-Aminomuconic acid	C211_HILIC	0.9992740369639044
GDP-fucose	C325_HILIC	0.9992847737095676
trans-2-Tetradecenoylcarnitine	c378_HILIC	0.9993670963803127
2-arachidonoyl-sn-glycero-3-phosphocholine	C166_RP	0.999388898388368
Nonanoic acid	B136_HILIC	0.9993992206189506
Uridine 5'-diphosphoglucose	A105_HILIC	0.9993993305438849
gamma-Aminobutyric acid (GABA)	A007_HILIC	0.9994216735480227
cis-5-Tetradecenoylcarnitine	C293_HILIC	0.9994483280783352
4-Hydroxy-2-oxoheptanedioic acid	C236_HILIC	0.9994621345158377
3-Methylenenorleucine	C118_RP	0.9994768132276496
lysophosphatidylethanolamine (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	C320_HILIC	0.9994971555917268
5'-S-Methyl-5'-thioadenosine	B167_HILIC	0.9995270667507361
DL-Stachydrine	B130_HILIC	0.9995441687834216
Inosine	A078_HILIC	0.9995558389749488
L-Carnosine	A067_HILIC	0.9995953546954262
Pipecolic acid	A022_HILIC	0.9996114345376343
Coenzyme A	A113_HILIC	0.999652560010982
Phosphoryethanolamine	C116_RP	0.9996559543468353
L-(+)-Glutamic acid	A037_HILIC	0.9996577638489208
delta-guanidinovaleric acid	C214_HILIC	0.9996594407950548
alpha-Ketoglutaric acid	C208_HILIC	0.9996721230606614
PS(18:0/16:1(9Z))	C338_HILIC	0.9996806875876989
D-Ribulose 5-phosphate	A069_HILIC	0.9996833534019822
L-(+)-Arginine	A054_HILIC	0.9996836466236974
Cytidine	A071_HILIC	0.9997079709828128
D-Ribose-1-phosphate	B157_HILIC	0.9997082376585403
Phosphoenolpyruvic acid	A048_HILIC	0.9997311347801038
Stachydrine	C117_RP	0.9997377877697706
Uridine 5'-monophosphate (5'-UMP)	A087_HILIC	0.9997391500674573
5-Hydroxyindole-3-acetic acid	a077_RP	0.9997449816739733
1-arachidonoyl-sn-glycero-3-phosphocholine	C321_HILIC	0.9997451291917263
N6-METHYLLYSINE	C215_HILIC	0.9997727191043537
Threonyl-4-hydroxyproline	C252_HILIC	0.9997829023788402
L-Kynurenine	A064_HILIC	0.9997889521080079
2'-Deoxycytidine	A068_HILIC	0.9997889625726368
Cytidine 5'-triphosphate (5'-CTP)	A100_HILIC	0.9998049873163317
Dopamine	A029_RP	0.9998098189439042
1-arachidonyl-sn-glycero-3-phosphoethanolamine	C315_HILIC	0.9998100026554482
2-methylcitric acid	C240_HILIC	0.9998123836259726
N-oleoylsphingosine-1-phosphocholine	C331_HILIC	0.9998203749648261
Methylimidazoleacetic acid	B128_HILIC	0.9998213113527676
Ketoleucine (4-Methyl-2-oxopentanoic acid)	A023_HILIC	0.9998287919630724
Phosphocreatine	A065_HILIC	0.999839749285008
Thymidine 5'-monophosphate (5'-TMP)	A085_HILIC	0.9998421926557236
L-a-Amino-n-butyric acid	A002_RP	0.9998575281594174
N-Acetyl-L-histidine	C130_RP	0.9998590775064065
Allantoin	A043_HILIC	0.9998683227015448
NG-Methyl-L-arginine	a076_RP	0.999868836411597
Hypoxanthine	A031_HILIC	0.9998750255214276
hydroxyacetone phosphate	C210_HILIC	0.999876331657993
12-Aminododecanoic acid	B152_HILIC	0.9998823566995633
3, 5-Tetradecadiencarnitine	c204_RP	0.9998927733536804
Adenosine	A077_HILIC	0.9998946733528035
Υ-L-Glutamyl-L-glutamic acid	B160_HILIC	0.9998973457866435
L-Glutamic acid, 5-methyl ester	C218_HILIC	0.9999128355376278
L-Carnitine	A045_HILIC	0.9999130169447109
Homo-L-arginine	C233_HILIC	0.9999251583776902
Arachidonic acid	B170_HILIC	0.9999280716531027
Glycerylphosphorylethanolamine	C245_HILIC	0.9999320977423846
1-oleoyl-sn-glycero-3-phosphocholine	C317_HILIC	0.9999349578698491
N-Stearoyltyrosine	C305_HILIC	0.9999364204896587
Guanosine 5'-diphospho-D-mannose	B187_HILIC	0.999947121411404
2-Amino-3-butenoic acid	C191_HILIC	0.9999473723930415
Serotonin	a075_RP	0.9999480742688966
14(Z)-Eicosenoic acid	B174_HILIC	0.99994865456657
Octanoylcarnitine	c197_RP	0.9999509280130027
Lysophosphatidylinositol	C327_HILIC	0.9999544899653954
L-(+)-Cystathionine	A066_HILIC	0.9999582851644543
Thiamine	A076_HILIC	0.9999584911494374
saccharopine	C281_HILIC	0.9999593513576965
1-(1Z-hexadecenyl)-sn-glycero-3-phosphocholine	C311_HILIC	0.9999709760125381
Thymidine 5'-diphosphate (5'-TDP)	A095_HILIC	0.9999721238677486
Dihydrothymine	C198_HILIC	0.9999724312045797
Acetyl-β-methylcholine	B137_HILIC	0.999972640709163
Adenosine 5'-triphosphate (5'-ATP)	A102_HILIC	0.9999735709800184
ile-thr	C253_HILIC	0.9999736241909954
Tocopherol (Vitamin E)	A097_HILIC	0.9999771743870707
Acetyl-L-carnitine	B149_HILIC	0.9999776877616302
1-(beta-D-ribofuranosyl)thymine	C269_HILIC	0.9999778936818289
Adrenic acid	B178_HILIC	0.9999811425445619
Glycerin	A005_HILIC	0.9999827706573678
decanoylcarnitine	c201_RP	0.9999833939311823
Homoanserine	C268_HILIC	0.9999882493012053
N-Acetylaspartic acid	B142_HILIC	0.9999890009529052
leu-lys	C270_HILIC	0.9999904859096472
g-Butyrobetaine	C207_HILIC	0.9999905840694964
L-(+)-Aspartic acid	A030_HILIC	0.9999913350617092
4-Hydroxyprolylthreonine	C251_HILIC	0.9999918918721526
N-(tert-Butoxycarbonyl)-L-leucine	C250_HILIC	0.99999643038952
Palmitoyl sphingomyelin	B188_HILIC	0.9999965992130345
Imidazoleacetic acid	B120_HILIC	0.9999984662754442
Orotidine	B165_HILIC	0.9999984983394851
Adenosine diphosphate ribose	B109_RP	0.999998784089941
L-Anserine	A051_RP	0.9999990712177586
PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	C340_HILIC	0.9999999562384438
O-glutaroyl-L-carnitine	C280_HILIC	0.9999999648647202
beta-Alanyl-1-methyl-L-histidine	C255_HILIC	0.9999999655983434
Uridine 5'-diphosphate (UDP)	B183_HILIC	0.9999999700756808
asn-val	C249_HILIC	0.9999999988571351
